task_name,avg_code_length,min_code_length,max_code_length,total_implementations,task_url,languages
Horners Rule For Polynomial Evaluation,11,1,57,108,https://swam-dataset.org/tasks/horners_rule_for_polynomial_evaluation,"11l,360assembly,Acl2,Action!,Ada,Aime,Algol68,Algolw,Apl,Arturo,Ats,Autohotkey,Awk,Batchfile,Bbcbasic,Bracmat,C,C#,C++,Clojure,Coffeescript,Commonlisp,D,E,Echolisp,Edsacordercode,Elena,Elixir,Emacslisp,Erlang,Erre,Eulermathtoolbox,F#,Factor,Forth,Fortran,Freebasic,Funl,Futurebasic,Gap,Go,Groovy,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Julia,K,Kotlin,Lambdatalk,Libertybasic,Logo,Lua,MATLAB,Maple,Maxima,Mercury,Modula-2,Netrexx,Nim,OCaml,Oberon-2,Objeck,Objective-c,Octave,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picat,Picolisp,Potion,Powershell,Prolog,Purebasic,Python,R,Racket,Raku,Rascal,Rebol,Rexx,Ring,Rlab,Ruby,Runbasic,Rust,Sather,Scala,Scheme,Seed7,Sidef,Smalltalk,Standardml,Swift,Tcl,Vba,Vbscript,Visualbasic.net,Visualfoxpro,Vlang,Wren,Xpl0,Zkl"
Host Introspection,8,1,50,65,https://swam-dataset.org/tasks/host_introspection,"68000assembly,8086assembly,Action!,Ada,Algol68,Applesoftbasic,Armassembly,Babel,Bbcbasic,C,C#,C++,Cachéobjectscript,Clojure,Commonlisp,D,Delphi,Erlang,F#,Factor,Forth,Fortran,Freebasic,Frink,Go,Groovy,Haskell,Iconandunicon,J,Java,Julia,Kotlin,Lua,M2000interpreter,Macro-10,Modula-3,Neko,Netrexx,Nim,OCaml,Objective-c,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,R,Racket,Raku,Retro,Rexx,Ruby,Rust,Scala,Scheme,Seed7,Slate,Tcl,Ti-89basic,Txr,Wren,Xpl0,Z80assembly"
Hostname,3,1,24,108,https://swam-dataset.org/tasks/hostname,"Ada,Aikido,Algol68,Applescript,Arc,Autohotkey,Awk,Bacon,Batchfile,Bbcbasic,C#,Cachéobjectscript,Clojure,Cobol,Coffeescript,Commonlisp,Crystal,D,Delphi,E,Emacslisp,Erlang,F#,Factor,Forth,Fortran,Freebasic,Friendlyinteractiveshell,Frink,Gambas,Go,Groovy,Harbour,Haskell,Iconandunicon,Idl,J,Java,JavaScript,Jq,Jsish,Julia,K,Kotlin,Lasso,Lfe,Libertybasic,Limbo,Lingo,Livecode,Lua,M2000interpreter,MATLAB,Maple,Mircscriptinglanguage,Modula-3,Mumps,Netrexx,Newlisp,Nim,OCaml,Oberon-2,Objeck,Objective-c,Octave,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pike,Pop11,Powerbasic,Powershell,Purebasic,Python,R,Racket,Raku,Rebol,Rexx,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Slate,Smalltalk,Snobol4,Sql,Sqlpl,Standardml,Swift,Tcl,Toka,Tuscript,Unixshell,Ursa,Ursala,Vbscript,Vimscript,Visualbasic,Wren,Zkl"
Hough Transform,52,4,126,25,https://swam-dataset.org/tasks/hough_transform,"Bbcbasic,C,D,Go,Haskell,J,Java,Julia,Kotlin,MATLAB,Maple,Nim,Perl,Phix,Python,Racket,Raku,Ruby,Rust,Scala,Sequencel,Sidef,Tcl,Wren,Zkl"
Http,11,1,204,114,https://swam-dataset.org/tasks/http,"8th,Abap,Actionscript,Ada,Algol68,Amazinghopper,Arturo,Autohotkey,Awk,Bacon,Batchfile,Bbcbasic,Biferno,C,C#,C++,Cachéobjectscript,Clojure,Cobol,Coldfusion,Commonlisp,Crystal,D,Dart,Delphi,Dragon,E,Echolisp,Emacslisp,Erlang,F#,Factor,Forth,Freebasic,Friendlyinteractiveshell,Frink,Gastona,Gml,Go,Groovy,Guiss,Halon,Haskell,Iconandunicon,J,Java,JavaScript,Jsish,Julia,Kotlin,Lasso,Lfe,Libertybasic,Lingo,Livecode,Lsl,Lua,M2000interpreter,Maple,Mircscriptinglanguage,Nanoquery,Nemerle,Netrexx,Newlisp,Nim,OCaml,Objeck,Objective-c,Ol,Oorexx,Oz,PHP,Pascal,Peloton,Perl,Phix,Picolisp,Pike,Powershell,Prolog,Purebasic,Python,R,Racket,Raku,Realbasic,Rebol,Rexx,Ring,Rlab,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sensetalk,Sidef,Smalltalk,Snobol4,Swift,Tcl,Tsesal,Tuscript,Unixshell,Vbscript,Visualbasic,Visualbasic.net,Wren,X86-64assembly,Zkl,Zoea,Zoeavisual,Zsh"
Https,7,1,23,64,https://swam-dataset.org/tasks/https,"Ada,Arturo,Autohotkey,Bacon,Batchfile,C,C#,Clojure,Commonlisp,D,Delphi,Echolisp,Erlang,F#,Frink,Go,Groovy,Haskell,Iconandunicon,Ioke,J,Java,JavaScript,Julia,Kotlin,Lasso,Lingo,Livecode,Lsl,Lua,Maple,Nemerle,Newlisp,Nim,Objeck,Ol,PHP,Pascal,Perl,Phix,Picolisp,Pike,Powershell,Python,R,Racket,Raku,Realbasic,Ring,Rlab,Ruby,Rust,Scala,Seed7,Sidef,Swift,Tcl,Tuscript,Unixshell,Vbscript,Visualbasic,Visualbasic.net,Wren,Zkl"
Httpsauthenticated,13,2,34,30,https://swam-dataset.org/tasks/httpsauthenticated,"Autohotkey,Bacon,C,C#,Clojure,Delphi,Go,Haskell,Julia,Kotlin,Lasso,Livecode,Lua,Nim,Perl,Phix,Picolisp,Powershell,Python,Racket,Raku,Ruby,Runbasic,Rust,Scala,Sidef,Tcl,Visualbasic,Wren,Zkl"
Httpsclient Authenticated,12,1,32,18,https://swam-dataset.org/tasks/httpsclient_authenticated,"C#,Go,Julia,Kotlin,Lasso,Nim,Perl,Phix,Picolisp,Python,Racket,Raku,Ruby,Rust,Scala,Tcl,Wren,Zkl"
Huffman Coding,62,5,265,61,https://swam-dataset.org/tasks/huffman_coding,"11l,Ada,Bbcbasic,Bracmat,C,C#,C++,Clojure,Coffeescript,Commonlisp,D,Eiffel,Erlang,F#,Factor,Fantom,Fortran,Freebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Lua,M2000interpreter,Nim,OCaml,Oberon-2,Objective-c,Ol,PHP,Perl,Phix,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,Racket,Raku,Red,Rexx,Ruby,Rust,Scala,Scheme,Setl,Sidef,Standardml,Swift,Tcl,Unixshell,Ursala,Wren,Zkl"
Humble Numbers,47,8,344,39,https://swam-dataset.org/tasks/humble_numbers,"11l,Ada,Algol68,Algolw,Awk,C,C#,C++,Crystal,D,Delphi,F#,Factor,Freebasic,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Pascal,Perl,Phix,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Sidef,Tcl,Visualbasic.net,Wren,Zkl"
Hunt The Wumpus,193,1,393,31,https://swam-dataset.org/tasks/hunt_the_wumpus,"Ada,Apl,Autohotkey,Basic,C#,C++,Commonlisp,Fortran,Freebasic,Go,Haskell,Is-basic,Java,JavaScript,Julia,M2000interpreter,Miniscript,Nim,Perl,Phix,Prolog,Python,Racket,Raku,Red,Ruby,Rust,Sensetalk,Shale,Swift,Wren"
I Before E Except After C,39,1,207,68,https://swam-dataset.org/tasks/i_before_e_except_after_c,"11l,8080assembly,Algol68,Applescript,Autohotkey,Awk,Basic,Basic256,Batchfile,Bcpl,C,C#,C++,Clojure,Clu,Coco,Commonlisp,D,Delphi,Draco,Elixir,Erlang,Factor,Fortran,Freebasic,Futurebasic,Go,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Lasso,Lua,Maple,Modula-2,Nim,Objeck,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Qbasic,R,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Scala,Seed7,Swift,Tcl,Truebasic,Tuscript,Unixshell,Vbscript,Visualbasic.net,Wren,Yabasic,Zkl"
Iban,48,3,152,72,https://swam-dataset.org/tasks/iban,"11l,Ada,Applescript,Arturo,Autohotkey,Awk,Bbcbasic,Befunge,Bracmat,C,C#,C++,Cachéobjectscript,Clojure,Cobol,Commonlisp,D,Dbl,Elixir,F#,Factor,Forth,Fortran,Freebasic,Freepascal,Go,Groovy,Haskell,Is-basic,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Lobster,Logtalk,Lua,M2000interpreter,MATLAB,Newlisp,Nim,OCaml,Oberon-2,PHP,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sidef,Snobol4,Standardml,Tcl,Unixshell,Vba,Vbscript,Wren,Yabasic,Zkl,Zxspectrumbasic"
Identity Matrix,14,1,86,118,https://swam-dataset.org/tasks/identity_matrix,"11l,360assembly,Action!,Ada,Algol68,Algolw,Apl,Applescript,Arturo,Ats,Autohotkey,Awk,Bash,Basic,Bbcbasic,Beads,Bqn,Burlesque,C,C#,C++,Clio,Clojure,Commonlisp,Componentpascal,D,Delphi,Eiffel,Elena,Elixir,Erlang,Erre,Eulermathtoolbox,Excel,F#,Factor,Fbsl,Fermat,Forth,Fortran,Freebasic,Frink,Funl,Futurebasic,Fōrmulæ,Gap,Go,Groovy,Haskell,Iconandunicon,Is-basic,J,Java,JavaScript,Jq,Jsish,Julia,K,Kotlin,Lambdatalk,Lang5,Lfe,Lsl,Lua,Maple,Mathcortex,Maxima,Netrexx,Nim,OCaml,Objeck,Octave,Ol,Oorexx,Oxygenbasic,PHP,Pascal,Perl,Phix,Picolisp,Postscript,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sensetalk,Sidef,Sinclairzx81basic,Smalltalk,Sparkling,Standardml,Stata,Swift,Tailspin,Tcl,TypeScript,Vala,Vba,Vbscript,Visualbasic,Wortel,Wren,Xpl0,Zkl,Zxspectrumbasic"
Idiomatically Determine All The Characters That Can Be Used For Symbols,16,1,70,25,https://swam-dataset.org/tasks/idiomatically_determine_all_the_characters_that_can_be_used_for_symbols,"Awk,F#,Factor,Go,Haskell,J,Java,Jq,Julia,Kotlin,Nim,Ol,Oorexx,Perl,Phix,Python,Quackery,Racket,Raku,Rexx,Scala,Tcl,Wren,Xpl0,Zkl"
Idiomatically Determine All The Lowercase And Uppercase Letters,11,1,50,42,https://swam-dataset.org/tasks/idiomatically_determine_all_the_lowercase_and_uppercase_letters,"11l,Action!,Ada,Algol68,Arturo,Awk,C,Cobol,Commonlisp,Delphi,F#,Factor,Freebasic,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,Miniscript,Nim,Perl,Phix,Prolog,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Tcl,Wren,Xbs,Xpl0,Z80assembly,Zxspectrumbasic"
Image Convolution,54,1,129,27,https://swam-dataset.org/tasks/image_convolution,"Action!,Ada,Bbcbasic,C,Commonlisp,D,Go,J,Java,JavaScript,Julia,Kotlin,Libertybasic,MATLAB,Maple,Nim,OCaml,Octave,Perl,Phix,Picolisp,Python,Racket,Raku,Ruby,Tcl,Wren"
Image Noise,44,1,199,46,https://swam-dataset.org/tasks/image_noise,"6502assembly,Action!,Ada,Axe,Bbcbasic,C,C#,C++,Commonlisp,D,Delphi,Eulermathtoolbox,F#,Factor,Freebasic,Go,Haskell,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Libertybasic,Maple,Maxscript,Nim,OCaml,Pascal,Perl,Phix,Picolisp,Processing,Purebasic,Python,Racket,Raku,Rexx,Ruby,Runbasic,Scala,Tcl,Visualbasic.net,Wren,Xpl0,Z80assembly"
Imaginary Base Numbers,117,18,306,21,https://swam-dataset.org/tasks/imaginary_base_numbers,"11l,C,C#,C++,D,Go,Haskell,J,Java,Julia,Kotlin,Modula-2,Nim,Perl,Phix,Python,Raku,Ruby,Sidef,Visualbasic.net,Wren"
Include A File,11,1,347,116,https://swam-dataset.org/tasks/include_a_file,"360assembly,6502assembly,68000assembly,Aarch64assembly,Acl2,Action!,Ada,Algol68,Antlang,Applesoftbasic,Armassembly,Arturo,Awk,Axe,Bacon,Basic,Batchfile,Bbcbasic,Bracmat,Chuck,Clojure,Cobol,Commonlisp,Crystal,D,Delphi,Dragon,Dwscript,Déjàvu,Emacslisp,Erlang,Euphoria,Factor,Forth,Fortran,Freebasic,Frink,Furryscript,Futurebasic,Gambas,Gap,Gnuplot,Go,Haskell,Html,Iconandunicon,Iwbasic,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Labview,Lasso,Lingo,Logtalk,Lua,M2000interpreter,M4,Maple,Maxima,Modula-2,Modula-3,Nanoquery,Nemerle,Newlisp,Nim,Oforth,Ol,Oorexx,Openscad,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Processing,Prolog,Purebasic,Python,Qb64,Quackery,R,Racket,Raku,Rapidq,Retro,Ring,Rpg,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Smalltalk,Snobol4,Spl,Standardml,Tcl,Unixshell,Ursa,Vala,Vbscript,Verbexx,Wren,X86assembly,Xpl0,Z80assembly,Zkl,Zxspectrumbasic"
Increasing Gaps Between Consecutive Niven Numbers,36,1,119,29,https://swam-dataset.org/tasks/increasing_gaps_between_consecutive_niven_numbers,"11l,Algol68,Awk,Basic256,C,C++,Cowgol,Fortran,Freebasic,Go,Haskell,J,Java,Jq,Julia,Mad,Nim,Pascal,Perl,Phix,Python,Raku,Rexx,Ruby,Rust,Wren,X86-64assembly,Yabasic,Zkl"
Increment A Numerical String,7,1,159,186,https://swam-dataset.org/tasks/increment_a_numerical_string,"11l,8080assembly,8086assembly,Aarch64assembly,Abap,Action!,Actionscript,Ada,Aime,Algol68,Algolw,Apex,Apl,Applescript,Armassembly,Arturo,Asymptote,Autohotkey,Autoit,Avail,Awk,Basic,Batchfile,Bbcbasic,Boo,Bqn,Bracmat,Brat,Burlesque,C,C#,C++,Ceylon,Clojure,Cmake,Cobol,Commonlisp,Componentpascal,D,Delphi,Dwscript,Dyalect,Déjàvu,E,Easylang,Echolisp,Eero,Egl,Eiffel,Elena,Elixir,Emacslisp,Erlang,Erre,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Frink,Futurebasic,Fōrmulæ,Gambas,Gap,Go,Golfscript,Groovy,Haskell,Hicest,Holyc,Hy,Hypertalk,I,Iconandunicon,Idl,Inform7,Io,J,Java,JavaScript,Jq,Jsish,Julia,K,Kotlin,Labview,Lambdatalk,Lasso,Latex,Libertybasic,Lil,Lingo,Livecode,Logo,Logtalk,Lolcode,Lsl,Lua,M2000interpreter,M4,MATLAB,Maple,Maxscript,Metafont,Min,Mircscriptinglanguage,Ml,Modula-2,Modula-3,Mumps,Nanoquery,Neko,Nemerle,Netrexx,Newlisp,Nim,Ns-hubasic,OCaml,Oberon-2,Objeck,Objective-c,Octave,Oforth,Oorexx,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Pike,Plainenglish,Plaintex,Pop11,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rascal,Rebol,Retro,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Sed,Seed7,Sensetalk,Sequencel,Sidef,Slate,Smalltalk,Snobol4,Sparkling,Supertalk,Swift,Tcl,Ti-83basic,Ti-89basic,Toka,Torquescript,Tuscript,Txr,Unixshell,Ursa,Ursala,Vba,Veditmacrolanguage,Visualbasic.net,Vlang,Wren,Xlisp,Xpl0,Zkl,Zoea"
Index Finite Lists Of Positive Integers,20,4,86,24,https://swam-dataset.org/tasks/index_finite_lists_of_positive_integers,"11l,Arturo,D,Freebasic,Go,Haskell,J,Java,Julia,Kotlin,Nim,Perl,Phix,Python,Quackery,Racket,Raku,Rexx,Ruby,Scala,Sidef,Tcl,Wren,Zkl"
Infinity,6,1,48,110,https://swam-dataset.org/tasks/infinity,"11l,Actionscript,Ada,Algol68,Apl,Argile,Arturo,Awk,Basic256,Bbcbasic,Bootbasic,Bqn,C,C#,C++,Clojure,Coffeescript,Commonlisp,Componentpascal,D,Delphi,Dyalect,E,Eiffel,Erlang,Erre,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Fōrmulæ,Gap,Go,Groovy,Haskell,Iconandunicon,Idl,Io,Is-basic,J,Java,JavaScript,Jq,Julia,K,Klingphix,Kotlin,Lambdatalk,Lasso,Lingo,Lua,M2000interpreter,Maple,Maxima,Metafont,Miniscript,Modula-2,Modula-3,Nemerle,Nim,Ns-hubasic,OCaml,Oforth,Ol,Oxygenbasic,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picolisp,Postscript,Powershell,Purebasic,Python,Qb64,Qbasic,R,Racket,Raku,Rexx,Rlab,Ruby,Rust,Scala,Scheme,Seed7,Sidef,Slate,Smalltalk,Standardml,Swift,Tcl,Ti-89basic,Torquescript,Trith,Ursa,Ursala,Visualbasic,Vlang,Wren,Xpl0,Yabasic,Zig,Zkl,Zxspectrumbasic"
Inheritancemultiple,11,1,44,66,https://swam-dataset.org/tasks/inheritancemultiple,"Ada,Aikido,Bbcbasic,C,C#,C++,Clojure,Cobol,Commonlisp,D,Delphi,Dwscript,E,Eiffel,Elena,F#,Factor,Fantom,Forth,Freebasic,Go,Groovy,Haskell,Iconandunicon,Io,Ioke,J,Java,Julia,Kotlin,Lasso,Latitude,Lingo,Logtalk,Lua,M2000interpreter,Nemerle,Netrexx,Nim,OCaml,Objective-c,Oforth,Oorexx,Oxygenbasic,Oz,Pascal,Perl,Phix,Picolisp,Pop11,Powershell,Purebasic,Python,Racket,Raku,Ring,Ruby,Rust,Scala,Self,Sidef,Slate,Swift,Tcl,Wren,Zkl"
Inheritancesingle,11,1,47,94,https://swam-dataset.org/tasks/inheritancesingle,"11l,Actionscript,Ada,Aikido,Amigae,Applescript,Autohotkey,Bbcbasic,C,C#,C++,Chuck,Clojure,Cobol,Coco,Comal,Commonlisp,Componentpascal,D,Delphi,Dwscript,E,Eiffel,Elena,F#,Factor,Fancy,Fantom,Forth,Fortran,Freebasic,Go,Groovy,Haskell,Haxe,Iconandunicon,Inform7,Io,J,Java,JavaScript,Julia,Kite,Kotlin,Lasso,Latitude,Lingo,Lisaac,Logtalk,Lua,M2000interpreter,Neko,Nemerle,Netrexx,Nim,OCaml,Oberon,Oberon-2,Objeck,Objective-c,Oforth,Oorexx,Oxygenbasic,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,R,Racket,Raku,Rebol,Ring,Ruby,Rust,Scala,Seed7,Self,Sidef,Simula,Slate,Smalltalk,Swift,Tcl,Txr,Visualbasic.net,Vorpal,Wren,Xlisp,Zkl"
Input Loop,14,1,203,114,https://swam-dataset.org/tasks/input_loop,"Aarch64assembly,Action!,Ada,Aime,Algol68,Algolw,Amigae,Apl,Armassembly,Autohotkey,Awk,Basic,Batchfile,Bracmat,C,C#,C++,Clojure,Cobol,Commonlisp,D,Delphi,Déjàvu,Easylang,Eiffel,Elena,Elixir,Erlang,Erre,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Frink,Futurebasic,Gnuplot,Go,Groovy,Haskell,Hicest,I,Iconandunicon,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Lang5,Lasso,Libertybasic,Lil,Logo,Lsl,Lua,M2000interpreter,Macro-10,Maple,Maxscript,Mercury,Mircscriptinglanguage,Modula-2,Modula-3,Netrexx,Nim,OCaml,Oberon-2,Objeck,Oforth,Oz,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,R,Racket,Raku,Rebol,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Sed,Seed7,Sidef,Slate,Smalltalk,Snobol4,Sparkling,Standardml,Tcl,Tuscript,Unixpipes,Unixshell,Ursa,Vala,Vba,Vbscript,Visualbasic.net,Wren,X86assembly,Xpl0,Zkl"
Integer Comparison,13,1,146,188,https://swam-dataset.org/tasks/integer_comparison,"11l,360assembly,6502assembly,8051assembly,8th,Aarch64assembly,Abap,Action!,Ada,Aime,Algol68,Algolw,Applescript,Armassembly,Arturo,Astro,Autohotkey,Avail,Awk,Axe,Basic,Batchfile,Bbcbasic,Bc,Befunge,Bqn,Bracmat,Brat,Burlesque,C,C#,C++,Cfengine,Chuck,Clean,Clipper,Clojure,Cmake,Cobol,Coldfusion,Commonlisp,D,Dc,Dcl,Delphi,Draco,Dyalect,E,Easylang,Ecl,Edsacordercode,Efene,Eiffel,Elena,Elixir,Emacslisp,Erlang,Euphoria,Excel,F#,Factor,False,Fantom,Fermat,Fish,Forth,Fortran,Freebasic,Friendlyinteractiveshell,Frink,Funl,Futurebasic,Fōrmulæ,Gambas,Go,Groovy,Harbour,Haskell,Hexiscript,Hicest,Holyc,Hy,I,Iconandunicon,J,Java,JavaScript,Joy,Jq,Julia,Kotlin,Lambdatalk,Lasso,Libertybasic,Lil,Lingo,Livecode,Llvm,Logo,Lse,Lse64,Lua,Maple,Maxima,Maxscript,Metafont,Min,Miniscript,Mmix,Modula-2,Modula-3,Mumps,Nanoquery,Nemerle,Netrexx,Newlisp,Nim,Nsis,OCaml,Oberon-2,Objeck,Octave,Oforth,Ol,Oz,PHP,Pascal,Perl,Phix,Phl,Picolisp,Pike,Plainenglish,Pop11,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Raven,Rebol,Red,Rescript,Retro,Rexx,Ring,Rockstar,Rpg,Ruby,Runbasic,Rust,Sas,Scala,Scheme,Seed7,Sensetalk,Sidef,Slate,Smalltalk,Snobol4,Snusp,Sparkling,Sql,Sqlpl,Ssem,Standardml,Swift,Tcl,Ti-83basic,Ti-89basic,Toka,Tuscript,Unixshell,Ursa,V,Vala,Vba,Vbscript,Visualbasic.net,Wart,Wren,Xlisp,Xpl0,Xslt,Zkl,Zxspectrumbasic"
Integer Overflow,17,1,66,58,https://swam-dataset.org/tasks/integer_overflow,"360assembly,6502assembly,68000assembly,Ada,Algol68,Applesoftbasic,Arturo,Autohotkey,Axe,Befunge,Bracmat,C,C#,C++,Clojure,Cobol,D,Frink,Go,Groovy,Haskell,J,Java,Jq,Julia,Kotlin,Ksh,Lua,M2000interpreter,Nim,Oforth,Phix,Picolisp,Pike,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ruby,Rust,Scala,Seed7,Sidef,Smalltalk,Standardml,Swift,Tcl,Truebasic,Vbscript,Visualbasic,Visualbasic.net,Wren,Xpl0,Z80assembly,Zkl"
Integer Sequence,6,1,44,162,https://swam-dataset.org/tasks/integer_sequence,"0815,11l,360assembly,8080assembly,Action!,Ada,Algol68,Algolw,Applesoftbasic,Armassembly,Arnoldc,Arturo,Autohotkey,Awk,Axe,Basic,Basic256,Batchfile,Bbcbasic,Bc,Beeswax,Befunge,Bqn,Bracmat,Brainf***,Brat,Burlesque,C,C#,C++,Chuck,Clean,Clojure,Clu,Cobol,Coffeescript,Commonlisp,Componentpascal,Cowgol,Crystal,D,Dc,Dcl,Delphi,Dwscript,Dyalect,Déjàvu,E,Echolisp,Edsacordercode,Eiffel,Elena,Elixir,Emacslisp,Erlang,Erre,Euphoria,F#,Factor,Fantom,Fermat,Fish,Forth,Fortran,Freebasic,Frink,Funl,Futhark,Gap,Go,Gridscript,Groovy,Guiss,Gw-basic,Haskell,Holyc,Iconandunicon,Is-basic,J,Java,JavaScript,Joy,Jq,Julia,K,Kotlin,Lambdatalk,Lang5,Lasso,Libertybasic,Limbo,Lingo,Llvm,Lua,M2000interpreter,Maple,Maxima,Min,Modula-2,Nanoquery,Necromantus,Netrexx,Newlisp,Nim,OCaml,Oberon-2,Objeck,Oforth,Ol,Order,Pascal,Perl,Phix,Picolisp,Piet,Pike,Pilot,Plainenglish,Postscript,Powershell,Prolog,Purebasic,Python,Q,Quackery,R,Racket,Raku,Raven,Red,Rexx,Ring,Ruby,Runbasic,Rust,Salmon,Scala,Scheme,Seed7,Sidef,Smalltalk,Ssem,Standardml,Supercollider,Swift,Symsyn,Tcl,Tinybasic,Truebasic,Tuscript,Unixshell,Ursa,Vala,Verilog,Visualbasic.net,Wdte,Wren,Xlisp,Xpl0,Yabasic,Z80assembly,Zkl"
Interactive Programming Repl,8,1,34,96,https://swam-dataset.org/tasks/interactive_programming_repl,"8th,Acl2,Arturo,Basic,Batchfile,Bbcbasic,Bc,Bqn,Bracmat,Brat,Burlesque,C#,Clojure,Coffeescript,Commonlisp,Déjàvu,E,Echolisp,Elena,Elixir,Emacslisp,Erlang,Erre,F#,Factor,Fantom,Forth,Freebasic,Frink,Fōrmulæ,Gap,Go,Groovy,Haskell,Hicest,Huginn,Io,J,Java,JavaScript,Jsish,Julia,K,Kotlin,Lambdatalk,Lasso,Lingo,Logo,Lua,M2000interpreter,M4,Maple,Maxima,Min,Nanoquery,Nim,OCaml,Octave,Oforth,Ol,Oorexx,Oz,Perl,Phix,Picat,Picolisp,Pike,Powershell,Prolog,Python,Quackery,R,Racket,Raku,Rebol,Retro,Rexx,Ring,Ruby,Rust,S-lang,Scala,Scheme,Sidef,Slate,Smalltalk,Snobol4,Standardml,Tcl,Ti-89basic,Unixshell,Ursa,Veditmacrolanguage,Wren,Xlisp,Zkl"
Intersecting Number Wheels,45,1,106,28,https://swam-dataset.org/tasks/intersecting_number_wheels,"11l,Algol68,Autohotkey,C,C#,C++,D,F#,Factor,Go,Haskell,J,Java,JavaScript,Julia,Kotlin,Maple,Nim,Perl,Phix,Python,Quackery,Raku,Rexx,Ruby,Visualbasic.net,Wren,Zkl"
Introspection,11,1,74,76,https://swam-dataset.org/tasks/introspection,"Ada,Aikido,Algol68,Arturo,Autohotkey,Awk,Bbcbasic,C#,Clojure,Commonlisp,D,E,Echolisp,Erlang,Factor,Forth,Freebasic,Gap,Go,Haskell,Iconandunicon,Inform7,Io,Is-basic,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Lasso,Lingo,Locomotivebasic,Logo,Logtalk,Lua,Maple,Maxima,Maxscript,Netrexx,Nim,OCaml,Oforth,Oxygenbasic,Oz,PHP,Perl,Phix,Phixmonti,Picolisp,Pop11,Powershell,Purebasic,Python,R,Racket,Raku,Raven,Retro,Rexx,Ring,Ruby,Scala,Slate,Smalltalk,Tcl,Ti-89basic,Toka,Unixshell,Ursala,Vba,Wren,Yabasic,Zkl,Zxspectrumbasic"
Inverted Index,49,6,195,42,https://swam-dataset.org/tasks/inverted_index,"11l,Ada,Autohotkey,Bbcbasic,C,C#,C++,Clojure,Coffeescript,Commonlisp,D,Delphi,Echolisp,Erlang,F#,Factor,Go,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Nim,OCaml,PHP,Perl,Phix,Picolisp,Powershell,Python,Racket,Raku,Rexx,Ruby,Rust,Scala,Tcl,Tuscript,Unixshell,Wren"
Inverted Syntax,8,1,52,54,https://swam-dataset.org/tasks/inverted_syntax,"6502assembly,Ada,Algol68,Armassembly,Arturo,Bracmat,C,C++,Clojure,Coffeescript,Commonlisp,D,Echolisp,Factor,Fortran,Freebasic,Fōrmulæ,Go,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Latitude,M2000interpreter,M4,Mercury,Metafont,Nim,Oforth,Oxygenbasic,Perl,Phix,Picolisp,Powershell,Prolog,Python,Qi,R,Racket,Raku,Rexx,Ruby,Scala,Sidef,Swift,Tcl,Ti-83basic,Wortel,Wren,Z80assembly,Zkl"
